"unidade";"natureza da despesa";"valor"
"I CURSO DE ESPECIALIZAÇÃO EM NEUROPSICOLOGIA";"PASSAGENS";"R$         5.089,03"
"I CURSO DE ESPECIALIZAÇÃO EM NEUROPSICOLOGIA";"SERV. PESSOA FÍSICA";"R$        89.600,00"
"I CURSO DE ESPECIALIZAÇÃO EM NEUROPSICOLOGIA";"SERV. PESSOA JURÍDICA";"R$        19.912,32"
"I CURSO DE VERÃO EM CULTIVO DE CÉLULAS";"CUSTEIO";"R$         3.000,00"
"I CURSO INTERNACIONAL DE REGÊNCIA DA UFRN";"CUSTEIO";"R$         7.800,00"
"I CURSO INTERNACIONAL DE REGÊNCIA DA UFRN";"PASSAGENS";"R$         3.537,00"
"I CURSO INTERNACIONAL DE REGÊNCIA DA UFRN";"SERV. PESSOA JURÍDICA";"R$           510,00"
"IDEMA/UFRN - PROGRAMA ÁGUA AZUL";"AUX. FINANCEIRO ESTUDANTE";"R$       381.072,50"
"IDEMA/UFRN - PROGRAMA ÁGUA AZUL";"AUXÍLIO FINANCEIRO A PESQUISADORES";"R$       548.000,00"
"IDEMA/UFRN - PROGRAMA ÁGUA AZUL";"CUSTEIO";"R$     1.711.813,79"
"IDEMA/UFRN - PROGRAMA ÁGUA AZUL";"DIÁRIAS";"R$        30.719,45"
"IDEMA/UFRN - PROGRAMA ÁGUA AZUL";"MAT. CONSUMO";"R$       125.298,05"
"IDEMA/UFRN - PROGRAMA ÁGUA AZUL";"PASSAGENS";"R$         4.180,00"
"IDEMA/UFRN - PROGRAMA ÁGUA AZUL";"SERV. PESSOA FÍSICA";"R$         2.891,62"
"IDEMA/UFRN - PROGRAMA ÁGUA AZUL";"SERV. PESSOA JURÍDICA";"R$       853.347,73"
"I ENCONTRO BRASILEIRO DE VIOLAS";"CUSTEIO";"R$         8.000,00"
"I ENCONTRO BRASILEIRO DE VIOLAS";"PASSAGENS";"R$         3.078,59"
"I ENCONTRO BRASILEIRO DE VIOLAS";"SERV. PESSOA JURÍDICA";"R$         3.518,30"
"I ENCONTRO DA MATURIDADE ATIVA";"CUSTEIO";"R$         5.000,00"
"I ENCONTRO DA MATURIDADE ATIVA";"PASSAGENS";"R$           878,92"
"I ENCONTRO DA MATURIDADE ATIVA";"SERV. PESSOA JURÍDICA";"R$         3.215,56"
"I ENCONTRO DE ATENÇÃO PRIMÁRIA DA REGIÃO DO TRAIRI: A ATENÇÃO PRIMÁRIA COMO ESPAÇO DE FORMAÇÃO ACADÊMICA";"CUSTEIO";"R$         1.902,37"
"I ENCONTRO DE ATENÇÃO PRIMÁRIA DA REGIÃO DO TRAIRI: A ATENÇÃO PRIMÁRIA COMO ESPAÇO DE FORMAÇÃO ACADÊMICA";"MAT. CONSUMO";"R$           568,41"
"I ENCONTRO DE ATIVIDADES EMPREENDEDORAS DA UFRN";"CUSTEIO";"R$         2.989,77"
"I ENCONTRO DE ATIVIDADES EMPREENDEDORAS DA UFRN";"MAT. CONSUMO";"R$           541,87"
"I ENCONTRO DE ATIVIDADES EMPREENDEDORAS DA UFRN";"SERV. PESSOA JURÍDICA";"R$           286,00"
"I ENCONTRO DE PORTUGUÊS LÍNGUA NÃO MATERNA.";"CUSTEIO";"R$         3.200,00"
"I ENCONTRO DE TUBAS E EUFÔNIOS DA UFRN";"CUSTEIO";"R$         5.000,00"
"I ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL";"CUSTEIO";"R$         5.000,00"
"I ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL";"PASSAGENS";"R$             0,00"
"I ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL";"SERV. PESSOA JURÍDICA";"R$           917,50"
"I ESCOLA DE COSMOLOGIA, ASTROFÍSICA E ASTRONOMIA NO NATAL";"CUSTEIO";"R$         3.203,00"
"IF BAIANO - TED Nº 04/2014 - SINFO";"SERV. PESSOA JURÍDICA";"R$       871.737,36"
"IFC - TED Nº 01/2014 - SINFOR";"SERV. PESSOA JURÍDICA";"R$     2.881.782,00"
"IFES - TC Nº 01/2013 - SINFOR";"SERV. PESSOA JURÍDICA";"R$     2.157.146,66"
"I FESTIVAL DE INVERNO DA ESCOLA DE MÚSICA DA UFRN (PROEXT 2015)";"DIÁRIAS";"R$        62.905,80"
"I FESTIVAL DE INVERNO DA ESCOLA DE MÚSICA DA UFRN (PROEXT 2015)";"PASSAGENS";"R$        61.587,93"
"I FESTIVAL DE INVERNO DA ESCOLA DE MÚSICA DA UFRN (PROEXT 2015)";"SERV. PESSOA JURÍDICA";"R$         4.501,28"
"I FÓRUM DE GESTÃO DE COLEÇÕES EM UNIDADES INFORMACIONAIS (EV360-2014)";"CUSTEIO";"R$         5.000,00"
"I FÓRUM DE GESTÃO DE COLEÇÕES EM UNIDADES INFORMACIONAIS (EV360-2014)";"DIÁRIAS";"R$           562,60"
"I FÓRUM DE GESTÃO DE COLEÇÕES EM UNIDADES INFORMACIONAIS (EV360-2014)";"PASSAGENS";"R$         2.954,78"
"I FÓRUM DE GESTÃO DE COLEÇÕES EM UNIDADES INFORMACIONAIS (EV360-2014)";"SERV. PESSOA FÍSICA";"R$             0,00"
"IFPA/UFRN - SINFOR";"SERV. PESSOA JURÍDICA";"R$     1.500.000,00"
"IFPB - TC Nº 01/2013 - PPGED";"AUX. FINANCEIRO ESTUDANTE";"R$        18.000,00"
"IFPB - TC Nº 01/2013 - PPGED";"CUSTEIO";"R$       726.641,88"
"IFPB - TC Nº 01/2013 - PPGED";"DIÁRIAS";"R$        14.992,93"
"IFPB - TC Nº 01/2013 - PPGED";"MAT. CONSUMO";"R$         5.372,67"
"IFPB - TC Nº 01/2013 - PPGED";"OBRIGAÇÕES PATRONAIS";"R$         4.665,53"
"IFPB - TC Nº 01/2013 - PPGED";"PASSAGENS";"R$         8.925,37"
"IFPB - TC Nº 01/2013 - PPGED";"SERV. PESSOA FÍSICA";"R$       246.901,79"
"IFPB - TC Nº 01/2013 - PPGED";"SERV. PESSOA JURÍDICA";"R$        19.316,97"
"IFPB - TC Nº 01/2014 - PPGP";"DIÁRIAS";"R$        20.403,56"
"IFPB - TC Nº 01/2014 - PPGP";"EQUIP. MATERIAL PERMANENTE";"R$       105.818,56"
"IFPB - TC Nº 01/2014 - PPGP";"MAT. CONSUMO";"R$         3.200,00"
"IFPB - TC Nº 01/2014 - PPGP";"OBRIGAÇÕES PATRONAIS";"R$         4.134,00"
"IFPB - TC Nº 01/2014 - PPGP";"PASSAGENS";"R$        61.305,86"
"IFPB - TC Nº 01/2014 - PPGP";"SERV. PESSOA FÍSICA";"R$       303.600,00"
"IFPR - TC Nº 18/2012 - SINFOR";"CUSTEIO";"R$        12.000,00"
"IFPR - TC Nº 18/2012 - SINFOR";"OBRIGAÇÕES PATRONAIS";"R$           615,00"
"IFPR - TC Nº 18/2012 - SINFOR";"SERV. PESSOA FÍSICA";"R$        75.075,00"
"IFPR - TC Nº 18/2012 - SINFOR";"SERV. PESSOA JURÍDICA";"R$       928.000,02"
"IFRN / GIGANATAL";"SERV. PESSOA JURÍDICA";"R$       230.058,74"
"IFRN POP/RN";"SERV. PESSOA JURÍDICA";"R$       925.200,00"
"IFRN - TC Nº 03/2011 - PROG.PÓS-GRADUAÇÃO EM ODONTOLOGIA";"DIÁRIAS";"R$        20.151,08"
"IFRN - TC Nº 03/2011 - PROG.PÓS-GRADUAÇÃO EM ODONTOLOGIA";"EQUIP. MATERIAL PERMANENTE";"R$        68.906,00"
"IFRN - TC Nº 03/2011 - PROG.PÓS-GRADUAÇÃO EM ODONTOLOGIA";"MAT. CONSUMO";"R$         9.920,40"
"IFRN - TC Nº 03/2011 - PROG.PÓS-GRADUAÇÃO EM ODONTOLOGIA";"PASSAGENS";"R$        47.199,48"
"IFRN - TC Nº 03/2011 - PROG.PÓS-GRADUAÇÃO EM ODONTOLOGIA";"SERV. PESSOA FÍSICA";"R$         8.147,98"
"IFRN - TC Nº 111/12 - PROJU/IFRN";"DIÁRIAS";"R$        37.500,00"
"IFRN - TC Nº 111/12 - PROJU/IFRN";"EQUIP. MATERIAL PERMANENTE";"R$        67.940,00"
"IFRN - TC Nº 111/12 - PROJU/IFRN";"MAT. CONSUMO";"R$        50.522,50"
"IFRN - TC Nº 111/12 - PROJU/IFRN";"PASSAGENS";"R$        82.500,00"
"IFRN - TC Nº 147/2011 - MESTRADO E DOUTORADO EM EDUCAÇÃO";"DIÁRIAS";"R$        14.158,74"
"IFRN - TC Nº 147/2011 - MESTRADO E DOUTORADO EM EDUCAÇÃO";"EQUIP. MATERIAL PERMANENTE";"R$        22.861,68"
"IFRN - TC Nº 147/2011 - MESTRADO E DOUTORADO EM EDUCAÇÃO";"MAT. CONSUMO";"R$         3.435,28"
"IFRN - TC Nº 147/2011 - MESTRADO E DOUTORADO EM EDUCAÇÃO";"PASSAGENS";"R$        18.004,08"
"IFRN - TC Nº 147/2011 - MESTRADO E DOUTORADO EM EDUCAÇÃO";"SERV. PESSOA FÍSICA";"R$           395,90"
"IFRN - TC Nº 159/2013 - PÓS-GRADUAÇÃO EM DESIGN";"DIÁRIAS";"R$         2.068,20"
"IFRN - TC Nº 159/2013 - PÓS-GRADUAÇÃO EM DESIGN";"EQUIP. MATERIAL PERMANENTE";"R$         9.000,00"
"IFRN - TC Nº 159/2013 - PÓS-GRADUAÇÃO EM DESIGN";"MAT. CONSUMO";"R$         2.000,00"
"IFRN - TC Nº 159/2013 - PÓS-GRADUAÇÃO EM DESIGN";"PASSAGENS";"R$        10.000,00"
"IFRN - TC Nº 159/2013 - PÓS-GRADUAÇÃO EM DESIGN";"SERV. PESSOA JURÍDICA";"R$         9.310,69"
"IFRN TC Nº 44/10 - COMPERVE";"MAT. CONSUMO";"R$        57.377,60"
"IFRN TC Nº 44/10 - COMPERVE";"OBRIGAÇÕES PATRONAIS";"R$        96.572,61"
"IFRN TC Nº 44/10 - COMPERVE";"SERV. PESSOA FÍSICA";"R$       714.990,50"
"IFRN TC Nº 44/10 - COMPERVE";"SERV. PESSOA JURÍDICA";"R$       501.900,06"
"IFRN - TV UNIVERSITÁRIA";"MAT. CONSUMO";"R$       106.760,00"
"IFRN - TV UNIVERSITÁRIA";"SERV. PESSOA JURÍDICA";"R$        13.240,00"
"IFSC TC Nº 15/13";"SERV. PESSOA JURÍDICA";"R$       943.813,34"
"IFSERTÃO-PE - TED Nº 02/2014";"DIÁRIAS";"R$         2.274,55"
"IFSERTÃO-PE - TED Nº 02/2014";"PASSAGENS";"R$         3.021,25"
"IFSERTÃO-PE - TED Nº 02/2014";"SERV. PESSOA FÍSICA";"R$        12.819,00"
"IFSERTÃO-PE - TED Nº 02/2014";"SERV. PESSOA JURÍDICA";"R$        83.765,50"
"IFS - TED Nº 01/2015 - MESTRADO EM GESTÃO PÚBLICA";"EQUIP. MATERIAL PERMANENTE";"R$        30.000,00"
"IFS - TED Nº 01/2015 - MESTRADO EM GESTÃO PÚBLICA";"MAT. CONSUMO";"R$         6.898,50"
"IFS - TED Nº 01/2015 - MESTRADO EM GESTÃO PÚBLICA";"OBRIGAÇÕES PATRONAIS";"R$        18.285,00"
"IFS - TED Nº 01/2015 - MESTRADO EM GESTÃO PÚBLICA";"SERV. PESSOA FÍSICA";"R$       115.275,00"
"IFS - TED Nº 01/2015 - MESTRADO EM GESTÃO PÚBLICA";"SERV. PESSOA JURÍDICA";"R$        30.542,00"
"II AGROTEC: SEMANA DE INTEGRAÇÃO ENTRE AS CIÊNCIAS AGRÁRIAS E A TECNOLOGIA DA INFORMAÇÃO";"CUSTEIO";"R$         3.000,00"
"II CURSO DE ESPECIALIZAÇÃO EM AUTOMAÇÃO DE PROCESSOS INDUSTRIAIS";"CUSTEIO";"R$       163.939,30"
"II CURSO DE ESPECIALIZAÇÃO EM AUTOMAÇÃO DE PROCESSOS INDUSTRIAIS";"OBRIGAÇÕES PATRONAIS";"R$         1.846,00"
"II CURSO DE ESPECIALIZAÇÃO EM AUTOMAÇÃO DE PROCESSOS INDUSTRIAIS";"SERV. PESSOA FÍSICA";"R$        88.750,00"
"II CURSO DE ESPECIALIZAÇÃO EM AUTOMAÇÃO DE PROCESSOS INDUSTRIAIS";"SERV. PESSOA JURÍDICA";"R$        10.164,00"
"II CURSO DE ESPECIALIZAÇÃO EM CINEMA";"CUSTEIO";"R$        96.437,26"
"II CURSO DE ESPECIALIZAÇÃO EM CINEMA";"MAT. CONSUMO";"R$           891,06"
"II CURSO DE ESPECIALIZAÇÃO EM CINEMA";"OBRIGAÇÕES PATRONAIS";"R$             0,00"
"II CURSO DE ESPECIALIZAÇÃO EM CINEMA";"SERV. PESSOA FÍSICA";"R$        59.000,00"
"II CURSO DE ESPECIALIZAÇÃO EM CINEMA";"SERV. PESSOA JURÍDICA";"R$             0,00"
"II CURSO DE ESPECIALIZAÇÃO EM DIREITO INTERNACIONAL";"CUSTEIO";"R$        94.042,74"
"II CURSO DE ESPECIALIZAÇÃO EM DIREITO INTERNACIONAL";"MAT. CONSUMO";"R$            13,05"
"II CURSO DE ESPECIALIZAÇÃO EM DIREITO INTERNACIONAL";"OBRIGAÇÕES PATRONAIS";"R$           990,00"
"II CURSO DE ESPECIALIZAÇÃO EM DIREITO INTERNACIONAL";"SERV. PESSOA FÍSICA";"R$        63.870,00"
"II CURSO DE ESPECIALIZAÇÃO EM DIREITO INTERNACIONAL";"SERV. PESSOA JURÍDICA";"R$        16.653,46"
"II CURSO DE ESPECIALIZAÇÃO EM ENERGIA EOLICA";"CUSTEIO";"R$       125.005,66"
"II CURSO DE ESPECIALIZAÇÃO EM ENERGIA EOLICA";"SERV. PESSOA FÍSICA";"R$        74.171,32"
"II CURSO DE ESPECIALIZAÇÃO EM ENSINO-APRENDIZAGEM DE INGLÊS COMO LINGUA ESTRANGEIRA";"CUSTEIO";"R$       144.184,19"
"II CURSO DE ESPECIALIZAÇÃO EM ENSINO-APRENDIZAGEM DE INGLÊS COMO LINGUA ESTRANGEIRA";"OBRIGAÇÕES PATRONAIS";"R$           720,00"
"II CURSO DE ESPECIALIZAÇÃO EM ENSINO-APRENDIZAGEM DE INGLÊS COMO LINGUA ESTRANGEIRA";"SERV. PESSOA FÍSICA";"R$        38.520,00"
"II CURSO DE ESPECIALIZAÇÃO EM ENSINO-APRENDIZAGEM DE INGLÊS COMO LINGUA ESTRANGEIRA";"SERV. PESSOA JURÍDICA";"R$         1.280,00"
"II CURSO DE ESPECIALIZAÇÃO EM LEITURA E PRODUÇÃO DE TEXTOS";"CUSTEIO";"R$       321.232,97"
"II CURSO DE ESPECIALIZAÇÃO EM LEITURA E PRODUÇÃO DE TEXTOS";"DIÁRIAS";"R$             0,00"
"II CURSO DE ESPECIALIZAÇÃO EM LEITURA E PRODUÇÃO DE TEXTOS";"SERV. PESSOA FÍSICA";"R$       114.900,00"
"II CURSO DE ESPECIALIZAÇÃO EM LEITURA E PRODUÇÃO DE TEXTOS";"SERV. PESSOA JURÍDICA";"R$         7.537,30"
"II CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"CUSTEIO";"R$       327.175,14"
"II CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"OBRIGAÇÕES PATRONAIS";"R$         1.656,00"
"II CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"PASSAGENS";"R$             0,00"
"II CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"SERV. PESSOA FÍSICA";"R$       110.100,00"
"II CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"SERV. PESSOA JURÍDICA";"R$         1.021,50"
"II CURSO DE FÉRIAS DE MORFOLOGIA: PROMOVENDO A INTEGRAÇÃO DA FACISA COM AS ESCOLAS DO ENSINO MÉDIO DO MUNICÍPIO DE SANTA CRUZ/RN";"AUX. FINANCEIRO ESTUDANTE";"R$         1.593,00"
"II CURSO DE FÉRIAS DE MORFOLOGIA: PROMOVENDO A INTEGRAÇÃO DA FACISA COM AS ESCOLAS DO ENSINO MÉDIO DO MUNICÍPIO DE SANTA CRUZ/RN";"CUSTEIO";"R$         9.000,00"
"II CURSO DE FÉRIAS DE MORFOLOGIA: PROMOVENDO A INTEGRAÇÃO DA FACISA COM AS ESCOLAS DO ENSINO MÉDIO DO MUNICÍPIO DE SANTA CRUZ/RN";"EQUIP. MATERIAL PERMANENTE";"R$         1.877,90"
"II CURSO DE FÉRIAS DE MORFOLOGIA: PROMOVENDO A INTEGRAÇÃO DA FACISA COM AS ESCOLAS DO ENSINO MÉDIO DO MUNICÍPIO DE SANTA CRUZ/RN";"MAT. CONSUMO";"R$         3.420,39"
"II CURSO DE FÉRIAS DE MORFOLOGIA: PROMOVENDO A INTEGRAÇÃO DA FACISA COM AS ESCOLAS DO ENSINO MÉDIO DO MUNICÍPIO DE SANTA CRUZ/RN";"SERV. PESSOA JURÍDICA";"R$         2.238,25"
"II ENANPARQ - II ENCONTRO DA ASSOCIAÇÃO NACIONAL DE PESQUISA E POS GRADUAÇÃO EM ARQUITETURA E URBANISMO";"CUSTEIO";"R$        18.763,70"
"II ENANPARQ - II ENCONTRO DA ASSOCIAÇÃO NACIONAL DE PESQUISA E POS GRADUAÇÃO EM ARQUITETURA E URBANISMO";"PASSAGENS";"R$             0,00"
"II ENANPARQ - II ENCONTRO DA ASSOCIAÇÃO NACIONAL DE PESQUISA E POS GRADUAÇÃO EM ARQUITETURA E URBANISMO";"SERV. PESSOA JURÍDICA";"R$        19.198,32"
"II ENCONTRO BRASILEIRO DE TROMPISTAS";"CUSTEIO";"R$         7.000,00"
"II ENCONTRO BRASILEIRO DE TROMPISTAS";"PASSAGENS";"R$         6.208,52"
"II ENCONTRO DE ATENÇÃO PRIMÁRIA DA REGIÃO DO TRAIRI";"CUSTEIO";"R$         3.301,00"
"II ENCONTRO DE TROMBONES DO RIO GRANDE DO NORTE (EV413-2014)";"CUSTEIO";"R$         4.000,00"
"II ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL (EV371-2014)";"CUSTEIO";"R$         7.000,00"
"II ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL (EV371-2014)";"PASSAGENS";"R$             0,00"
"II ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL (EV371-2014)";"SERV. PESSOA JURÍDICA";"R$         1.687,17"
"III AQUICULTURA: DO ACADÊMICO AO PROFISSIONAL";"CUSTEIO";"R$         8.589,68"
"III COLÓQUIO: DIÁLOGOS (IM) PERTINENTES SOBRE AS RELAÇÕES ENTRE CIÊNCIA, TECNOLOGIA E SOCIEDADE (EV352-2014)";"CUSTEIO";"R$         6.750,00"
"III COLÓQUIO: DIÁLOGOS (IM) PERTINENTES SOBRE AS RELAÇÕES ENTRE CIÊNCIA, TECNOLOGIA E SOCIEDADE (EV352-2014)";"PASSAGENS";"R$             0,00"
"III COLÓQUIO: DIÁLOGOS (IM) PERTINENTES SOBRE AS RELAÇÕES ENTRE CIÊNCIA, TECNOLOGIA E SOCIEDADE (EV352-2014)";"SERV. PESSOA JURÍDICA";"R$         1.315,80"
"III COLÓQUIO INTERNACIONAL CORPO E CULTURA DO MOVIMENTO";"CUSTEIO";"R$        11.950,00"
"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"CUSTEIO";"R$       628.012,43"
"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"EQUIP. MATERIAL PERMANENTE";"R$        60.933,75"
"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"MAT. CONSUMO";"R$        14.837,60"
"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"OBRIGAÇÕES PATRONAIS";"R$         1.789,64"
"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"PASSAGENS";"R$           167,24"
"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"SERV. PESSOA FÍSICA";"R$       250.340,00"
"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"SERV. PESSOA JURÍDICA";"R$        26.892,24"
"III CURSO DE ESPECIALIZAÇÃO EM FISIOTERAPIA TRAUMATO-ORTOPÉDICA E DESPORTIVA";"CUSTEIO";"R$       340.205,60"
"III CURSO DE ESPECIALIZAÇÃO EM FISIOTERAPIA TRAUMATO-ORTOPÉDICA E DESPORTIVA";"EQUIP. MATERIAL PERMANENTE";"R$         2.980,00"
"III CURSO DE ESPECIALIZAÇÃO EM FISIOTERAPIA TRAUMATO-ORTOPÉDICA E DESPORTIVA";"OBRIGAÇÕES PATRONAIS";"R$         2.965,00"
"III CURSO DE ESPECIALIZAÇÃO EM FISIOTERAPIA TRAUMATO-ORTOPÉDICA E DESPORTIVA";"PASSAGENS";"R$         7.227,54"
"III CURSO DE ESPECIALIZAÇÃO EM FISIOTERAPIA TRAUMATO-ORTOPÉDICA E DESPORTIVA";"SERV. PESSOA FÍSICA";"R$       100.105,00"
"III CURSO DE ESPECIALIZAÇÃO EM FISIOTERAPIA TRAUMATO-ORTOPÉDICA E DESPORTIVA";"SERV. PESSOA JURÍDICA";"R$         1.785,40"
"III CURSO DE ESPECIALIZAÇÃO EM NEURORREABILITAÇÃO";"CUSTEIO";"R$        70.738,37"
"III CURSO DE ESPECIALIZAÇÃO EM NEURORREABILITAÇÃO";"OBRIGAÇÕES PATRONAIS";"R$         1.250,00"
"III CURSO DE ESPECIALIZAÇÃO EM NEURORREABILITAÇÃO";"PASSAGENS";"R$           962,80"
"III CURSO DE ESPECIALIZAÇÃO EM NEURORREABILITAÇÃO";"SERV. PESSOA FÍSICA";"R$        39.250,00"
"III CURSO DE ESPECIALIZAÇÃO EM NEURORREABILITAÇÃO";"SERV. PESSOA JURÍDICA";"R$             0,00"
"III CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"CUSTEIO";"R$       350.433,03"
"III CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"OBRIGAÇÕES PATRONAIS";"R$         1.982,09"
"III CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"SERV. PESSOA FÍSICA";"R$       131.090,47"
"III CURSO DE ESPECIALIZAÇÃO EM PRÓTESE DENTÁRIA";"SERV. PESSOA JURÍDICA";"R$        13.804,99"
"III ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL E I SEMINÁRIO DE MÚSICA E INCLUSÃO ";"CUSTEIO";"R$         5.000,00"
"III ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL E I SEMINÁRIO DE MÚSICA E INCLUSÃO ";"PASSAGENS";"R$             0,00"
"III ENCONTRO SOBRE ENSINO DE MÚSICA PARA PESSOAS COM DEFICIÊNCIA VISUAL E I SEMINÁRIO DE MÚSICA E INCLUSÃO ";"SERV. PESSOA JURÍDICA";"R$         2.574,89"
"III FESTIVAL INTERNACIONAL DA ESCOLA DE MÚSICA DA UFRN";"CUSTEIO";"R$         5.479,98"
"III FESTIVAL INTERNACIONAL DA ESCOLA DE MÚSICA DA UFRN";"DIÁRIAS";"R$             0,00"
"III FESTIVAL INTERNACIONAL DA ESCOLA DE MÚSICA DA UFRN";"PASSAGENS";"R$             0,00"
"III JORNADA NORDESTINA DE ALIMENTAÇÃO E NUTRIÇÃO";"CUSTEIO";"R$         5.000,00"
"III MOSTRA DE VIOLONCELOS DE NATAL";"CUSTEIO";"R$         6.000,00"
"III MOSTRA DE VIOLONCELOS DE NATAL";"DIÁRIAS";"R$           685,15"
"III MOSTRA DE VIOLONCELOS DE NATAL";"PASSAGENS";"R$             0,00"
"III MOSTRA DE VIOLONCELOS DE NATAL";"SERV. PESSOA JURÍDICA";"R$         3.170,80"
"III NEUROAÇÃO: INTEGRANDO A FACISA COM AS ESCOLAS DA REDE PÚBLICA DE SANTA CRUZ/RN ATRAVÉS DA NEUROCIÊNCIA ";"AUX. FINANCEIRO ESTUDANTE";"R$           885,00"
"III NEUROAÇÃO: INTEGRANDO A FACISA COM AS ESCOLAS DA REDE PÚBLICA DE SANTA CRUZ/RN ATRAVÉS DA NEUROCIÊNCIA ";"CUSTEIO";"R$         3.963,27"
"III NEUROAÇÃO: INTEGRANDO A FACISA COM AS ESCOLAS DA REDE PÚBLICA DE SANTA CRUZ/RN ATRAVÉS DA NEUROCIÊNCIA ";"DIÁRIAS";"R$             0,00"
"III NEUROAÇÃO: INTEGRANDO A FACISA COM AS ESCOLAS DA REDE PÚBLICA DE SANTA CRUZ/RN ATRAVÉS DA NEUROCIÊNCIA ";"SERV. PESSOA FÍSICA";"R$             0,00"
"III NEUROAÇÃO: INTEGRANDO A FACISA COM AS ESCOLAS DA REDE PÚBLICA DE SANTA CRUZ/RN ATRAVÉS DA NEUROCIÊNCIA ";"SERV. PESSOA JURÍDICA";"R$         1.180,00"
"III SEFAFIS - SEMANA DE FORMAÇÃO ACADÊMICA DO CURSO DE FISIOTERAPIA DA FACISA/UFRN";"CUSTEIO";"R$         3.000,00"
"III SEFAFIS - SEMANA DE FORMAÇÃO ACADÊMICA DO CURSO DE FISIOTERAPIA DA FACISA/UFRN";"MAT. CONSUMO";"R$           627,58"
"III SEFAFIS - SEMANA DE FORMAÇÃO ACADÊMICA DO CURSO DE FISIOTERAPIA DA FACISA/UFRN";"SERV. PESSOA JURÍDICA";"R$           290,00"
"II JORNADA NORDESTINA DE ALIMENTAÇÃO E NUTRIÇÃO (EV368-2014)";"CUSTEIO";"R$        37.313,66"
"II JORNADA NORDESTINA DE ALIMENTAÇÃO E NUTRIÇÃO (EV368-2014)";"DIÁRIAS";"R$             0,00"
"II JORNADA NORDESTINA DE ALIMENTAÇÃO E NUTRIÇÃO (EV368-2014)";"EQUIP. MATERIAL PERMANENTE";"R$           760,00"
"II JORNADA NORDESTINA DE ALIMENTAÇÃO E NUTRIÇÃO (EV368-2014)";"MAT. CONSUMO";"R$         3.590,10"
"II JORNADA NORDESTINA DE ALIMENTAÇÃO E NUTRIÇÃO (EV368-2014)";"PASSAGENS";"R$             0,00"
"II JORNADA NORDESTINA DE ALIMENTAÇÃO E NUTRIÇÃO (EV368-2014)";"SERV. PESSOA FÍSICA";"R$         2.450,00"
"II JORNADA NORDESTINA DE ALIMENTAÇÃO E NUTRIÇÃO (EV368-2014)";"SERV. PESSOA JURÍDICA";"R$        11.041,90"
"II JORNADA REGIONAL DE ENFERMAGEM: A EXTENSÃO UNIVERSITÁRIA COMO FERRAMENTA DE INCLUSÃO E CONSTRUÇÃO DA CIDADANIA NA REGIÃO DO TRAIRI";"CUSTEIO";"R$        14.817,23"
"II JORNADA REGIONAL DE ENFERMAGEM: A EXTENSÃO UNIVERSITÁRIA COMO FERRAMENTA DE INCLUSÃO E CONSTRUÇÃO DA CIDADANIA NA REGIÃO DO TRAIRI";"DIÁRIAS";"R$             0,00"
"II MOSTRA INTERNACIONAL DE VIOLÃO DA UFRN";"CUSTEIO";"R$         1.861,24"
"II MOSTRA INTERNACIONAL DE VIOLÃO DA UFRN";"SERV. PESSOA JURÍDICA";"R$           840,50"
"II NEUROAÇÃO: DIVULGANDO A NEUROCIÊNCIA NAS ESCOLAS DO ENSINO MÉDIO DA REDE PÚBLICA DE SANTA CRUZ/RN (EV414-2014)";"CUSTEIO";"R$         5.000,00"
